Procure WholeSale Price,Qty Interval,Procure Category 1,Procure Category 2,Procure Category 3,Procure Category 4,Procure Category 5,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
,,,,,,,candle-flights,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8279.jpg?v=1571439314,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,candle-flights,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8291.jpg?v=1571439314,8,,,,,,,,,,,,,,,,,,,,,,,,
$9.00,12,Gifts / Stationary,Please Select,Please Select,,,journals,Journals,"<p>Our exquisite journals feature artwork from the women in our program. The journals are soft-covered with lined pages so you can write, draw, and doodle anything - - anytime, anywhere.</p>
<p>- Size 5 x 8<br>- Portrait oriented<br>- 80 Lined Pages</p>",MADE by DWC,,Stationery,"procure, Stationery",TRUE,Style,Dots,,,,,04JRDT-0001,453.59237,shopify,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/journals_group.jpg?v=1568225055,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journal1.jpg?v=1599011741,lb,,,,,active
$9.00,12,,,,,,journals,,,,,,,,,Fence,,,,,04JRFN - 0005,453.59237,shopify,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/journal1.jpg?v=1599011741,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/FenceJournal.jpg?v=1599011741,lb,,,,,
$9.00,12,,,,,,journals,,,,,,,,,Geo,,,,,04JRGO-0003,453.59237,shopify,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/FenceJournal.jpg?v=1599011741,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journal3.jpg?v=1599011741,lb,,,,,
$9.00,12,,,,,,journals,,,,,,,,,Blur,,,,,04JRBL-0002,453.59237,shopify,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/journal3.jpg?v=1599011741,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journal2.jpg?v=1599011741,lb,,,,,
,,,,,,,journals,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journal2.jpg?v=1599011741,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,journals,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journal4.jpg?v=1599011741,6,,,,,,,,,,,,,,,,,,,,,,,,
$12.00,12,Gifts / Stationary,Gifts / Gift Bundles & Boxes,Please Select,,,notebooks,Notebook Set,"<p>We’ve partnered with the masters at Paper Chase Press to offer exquisite notebooks featuring artwork from the women in our program. These journals feature 40 unlined pages and are available in sets of three.</p>
<p>- Each three pack features 2 notebooks with artwork + one solid color cover. </p>",MADE by DWC,,Stationery,"procure, Stationery",TRUE,Style,Geo,,,,,043NGO-0001,453.59237,shopify,deny,manual,24,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/journalset2.jpg?v=1651014028,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journalset2.jpg?v=1651014028,lb,,,,,active
,,,,,,,notebooks,,,,,,,,,Dots,,,,,043NDT-0002,453.59237,shopify,deny,manual,24,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP0298.jpg?v=1651014028,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journalset1.jpg?v=1651014028,lb,,,,,
,,,,,,,notebooks,,,,,,,,,Fence,,,,,043NFN - 0004,453.59237,shopify,deny,manual,24,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP0315.jpg?v=1651014028,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP0306.jpg?v=1651014028,lb,,,,,
,,,,,,,notebooks,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/journalset1.jpg?v=1651014028,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,notebooks,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP0322.jpg?v=1651014028,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,notebooks,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP0306.jpg?v=1651014028,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,notebooks,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP0334.jpg?v=1651014028,7,,,,,,,,,,,,,,,,,,,,,,,,
$17.00,12,Bath & Body / Bar Soap,Bath & Body / Bundle,Gifts / Gift Bundles & Boxes,,,soap-bundle-4pk-assortment,Soap Bundle - 3.5oz 4pk Assortment,"<p><span style=""font-weight: 400;""><span>This 4pk features all of our h</span>and-poured soaps, made</span><span style=""font-weight: 400;""> in small batches by the women in our job training program.</span></p>
<p><span style=""font-weight: 400;""><strong>Santa Cruise: </strong>Soothing, gentle Olive Oil and Vitamin E blend together with notes of eucalyptus and lavender evoking long afternoons on the shores of Santa Cruz where there’s nothing to do but breathe. </span></p>
<p><span style=""font-weight: 400;""><strong>Mojave Dessert:</strong> A true treat for your skin, with activated charcoal to draw out excess oil and impurities, and Goats Milk, Vitamin E, and Honey to keep skin silky soft. Indulge your senses in the sweet smell of warm desert earth and cedar. </span></p>
<p><span style=""font-weight: 400;""><strong>Joshua Tea:</strong> Our Goat’s Milk and Honey-based soap infused with Vitamin E. As you lather, sun-dried Earl Grey tea fills the air with a tinge of ripened citrus and notes of bergamot.</span></p>
<p><span style=""font-weight: 400;""><strong>Lady Bird Groove: </strong>Rose Clay and Mango Butter combine to create an earthier, skin-softening version of our candle scent - that rinses clean while absorbing excess oil from your skin. Bathe and breathe in deliciously fragrant gardenia, and night-blooming jasmine.</span></p>",MADE by DWC,,Soap,"procure, Soap",TRUE,Title,Default Title,,,,,0203AT-0005,793.7866475,shopify,continue,manual,34,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8359.jpg?v=1571694765,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,,,active
,,,,,,,soap-bundle-4pk-assortment,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8357.jpg?v=1571694765,2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,soap-bundle-4pk-assortment,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8324.jpg?v=1571694765,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,soap-bundle-4pk-assortment,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8332.jpg?v=1571694765,4,,,,,,,,,,,,,,,,,,,,,,,,
$15.00,12,Home Fragrance / Candles,Please Select,Please Select,,,la-original-candles,LA Original Candles,"<p>In collaboration with the Mayor's Fund of Los Angeles and the Mayor's Office of Economic Development, LA Original was developed to celebrate Los Angeles as the creative capital of the world.</p>
<p>Our exclusive LA Original candles feature three unique scents that celebrate the geographic diversity and beauty of this great city:</p>
<ul>
<li>
<strong>City Lights: </strong><span>Take your candle journey to the stage with this mosaic of patchouli, oak harvest tobacco, and wild flowers.</span>
</li>
<li>
<strong>Canyon Sage:</strong> <span>Experience the calming fragrance of desert cactus flowers and sage nestled in warm hints of citrus.</span>
</li>
<li><span><strong>Coastal Breath:</strong> Tickle your nose with the essence of the salted ocean dew and soft floral hints of Jasmine.</span></li>
<li><span><strong>Desert Bloom:</strong> This palette of wildflowers, lavender, and musk is reminiscent of your favorite desert day trip during a late spring super bloom.</span></li>
</ul>
<p><span><strong>Fresh new look coming soon</strong></span></p>",MADE by DWC,,Candle,"LA Original, procure",TRUE,Scents,City Lights,,,,,01LOCL - 01PL,907.18474,shopify,continue,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_0009.jpg?v=1636567843,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9987.jpg?v=1636567805,lb,,,,,active
,,,,,,,la-original-candles,,,,,,,,,Canyon Sage,,,,,01LOCS - 02PL,907.18474,shopify,continue,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_0003.jpg?v=1636567805,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9991.jpg?v=1636567805,lb,,,,,
,,,,,,,la-original-candles,,,,,,,,,Coastal Breath,,,,,01LOCB - 03PL,907.18474,shopify,continue,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9991.jpg?v=1636567805,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_0001.jpg?v=1636567805,lb,,,,,
,,,,,,,la-original-candles,,,,,,,,,Desert Bloom,,,,,01LODB - 04PL,907.18474,shopify,continue,manual,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9987.jpg?v=1636567805,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_0003.jpg?v=1636567805,lb,,,,,
,,,,,,,la-original-candles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_0001.jpg?v=1636567805,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,la-original-candles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9979.jpg?v=1636567805,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,la-original-candles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9983.jpg?v=1636567805,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,la-original-candles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9981.jpg?v=1636567805,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,la-original-candles,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/IMG_9986.jpg?v=1636567805,9,,,,,,,,,,,,,,,,,,,,,,,,
$22.00,12,Bath & Body / Bath Salts,Home Fragrance / Candles,Gifts / Gift Bundles & Boxes,Bath & Body / Bundle,,golden-state-gift-set-candle-bath-salt,Golden State Candle & Bath Salt Gift Sets,"<p>Our specially curate Golden State Gift Sets make the perfect gift for anyone in your life.<br></p>
<p><span style=""font-weight: 400;"" mce-data-marked=""1"">These sets include:</span></p>
<ul>
<li><span style=""font-weight: 400;"" mce-data-marked=""1"">(1) 6oz Soy Wax Candle</span></li>
<li><span style=""font-weight: 400;"" mce-data-marked=""1"">(1) 12oz Bath Salts</span></li>
</ul>
<p><span style=""font-weight: 400;"" mce-data-marked=""1"">Available in the following scent options</span></p>
<ul>
<li><span style=""font-weight: 400;"" mce-data-marked=""1"">Joshua Tea 6oz Candle + Hollywoods 12oz Bath Salts</span></li>
<li><span style=""font-weight: 400;"" mce-data-marked=""1"">Lady Bird Groove 6oz Candle + Hollywoods 12oz Bath Salts</span></li>
<li><span style=""font-weight: 400;"" mce-data-marked=""1"">Santa Cruise 6oz Candle + Marina Del Ray 12oz Bath Salts</span></li>
<li><span style=""font-weight: 400;"" mce-data-marked=""1"">Mojave Dessert 6oz Candle + Marina Del Ray 12oz Bath Salts</span></li>
</ul>
<ul></ul>
<p> </p>",MADE by DWC,,Gift Sets,"Bath Salt, Candle, Gift Sets, procure",TRUE,Size,Joshua Tea + Hollywoods,,,,,05CBJT-0001,1814.36948,shopify,continue,manual,44,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8537_bff2bc2f-af1a-47a3-a518-dff2e3c96db1.jpg?v=1591913683,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8537_bff2bc2f-af1a-47a3-a518-dff2e3c96db1.jpg?v=1591913683,lb,,,,,active
,,,,,,,golden-state-gift-set-candle-bath-salt,,,,,,,,,Lady Bird Groove + Hollywoods,,,,,05CBLB-0002,1814.36948,shopify,continue,manual,44,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8584_09a61933-99e4-43e7-875d-984d89633cf5.jpg?v=1591913683,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8547_be7ae590-a106-4e88-9714-112cd230bbe5.jpg?v=1591913683,lb,,,,,
,,,,,,,golden-state-gift-set-candle-bath-salt,,,,,,,,,Santa Cruise + Marina Del Ray,,,,,05CBSC-0004,1814.36948,shopify,continue,manual,44,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8547_be7ae590-a106-4e88-9714-112cd230bbe5.jpg?v=1591913683,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8527.jpg?v=1591913683,lb,,,,,
,,,,,,,golden-state-gift-set-candle-bath-salt,,,,,,,,,Mojave Dessert + Marina Del Ray,,,,,05CBMD-0003,1814.36948,shopify,continue,manual,44,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8584-2.jpg?v=1591913683,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8516.jpg?v=1591913683,lb,,,,,
,,,,,,,golden-state-gift-set-candle-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8527.jpg?v=1591913683,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8586.jpg?v=1591913683,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8516.jpg?v=1591913683,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8589.jpg?v=1591913683,8,,,,,,,,,,,,,,,,,,,,,,,,
$16.50,12,Home Fragrance / Candles,Bath & Body / Bar Soap,Bath & Body / Bundle,Gifts / Gift Bundles & Boxes,,golden-state-gift-set-candle-soap,Golden State Candle & Soap Gift Sets,"<p>Our specially curate Golden State Gift Sets make the perfect gift for anyone in your life.<br></p>
<p><span>These sets include:</span></p>
<ul>
<li><span>(1) 6oz Soy Wax Candle</span></li>
<li><span>(1) 3.5oz Artisan Soap</span></li>
</ul>
<p><span>Available in the following scent options</span></p>
<ul>
<li><span>Joshua Tea 6oz Candle +Joshua Tea 3.5oz Artisan Soap</span></li>
<li><span>Lady Bird Groove 6oz Candle + Lady Bird Groove 3.5oz Artisan Soap</span></li>
<li><span>Santa Cruise 6oz Candle + Santa Cruise 3.5oz Artisan Soap</span></li>
<li><span>Mojave Dessert 6oz Candle + Mojave Dessert <strong>﻿</strong>﻿3.5oz Artisan Soap</span></li>
</ul>",MADE by DWC,,Gift Sets,"Candle, Gift Sets, procure, Soap",TRUE,Scent,Joshua Tea,,,,,05CSJT-0001,907.18474,shopify,continue,manual,33,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8496.jpg?v=1578100778,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8496.jpg?v=1578100778,lb,,,,,active
,,,,,,,golden-state-gift-set-candle-soap,,,,,,,,,Lady Bird Groove,,,,,05CSLB-0002,907.18474,shopify,continue,manual,33,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8591.jpg?v=1578100778,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8508_545ead3b-a462-4e03-b2c9-d4af11a207d3.jpg?v=1578100778,lb,,,,,
,,,,,,,golden-state-gift-set-candle-soap,,,,,,,,,Santa Cruise,,,,,05CSSC-0004,907.18474,shopify,continue,manual,33,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8508_545ead3b-a462-4e03-b2c9-d4af11a207d3.jpg?v=1578100778,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8489.jpg?v=1578100778,lb,,,,,
,,,,,,,golden-state-gift-set-candle-soap,,,,,,,,,Mojave Dessert,,,,,05CSMD-0003,907.18474,shopify,continue,manual,33,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8593_2635ab32-8a66-4379-b912-b82c2ee4cf3f.jpg?v=1578100778,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8466.jpg?v=1578100778,lb,,,,,
,,,,,,,golden-state-gift-set-candle-soap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8489.jpg?v=1578100778,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-soap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8595.jpg?v=1578100778,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-soap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8466.jpg?v=1578100778,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-soap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8596.jpg?v=1578100778,8,,,,,,,,,,,,,,,,,,,,,,,,
$26.50,12,Bath & Body / Bar Soap,Bath & Body / Bath Salts,Home Fragrance / Candles,Gifts / Gift Bundles & Boxes,Bath & Body / Bundle,golden-state-gift-set-candle-soap-bath-salt,"Golden State Candle, Soap + Bath Salt Gift Sets","<p>Our specially curate Golden State Gift Sets make the perfect gift for anyone in your life.<br></p>
<p><span>These sets include:</span></p>
<ul>
<li><span>(1) 6oz Soy Wax Candle</span></li>
<li><span>(1) 3.5oz Artisan Soap</span></li>
<li>(1) 12oz Bath Salt</li>
</ul>
<p><span>Available in the following scent options</span></p>
<ul>
<li><span>Joshua Tea 6oz Candle +Joshua Tea 3.5oz Artisan Soap + Hollywoods 12oz Bath Salts</span></li>
<li><span>Lady Bird Groove 6oz Candle + Lady Bird Groove 3.5oz Artisan Soap + Hollywoods 12oz Bath Salts</span></li>
<li><span>Santa Cruise 6oz Candle + Santa Cruise 3.5oz Artisan Soap + Marina Del Ray 12oz Bath Salts</span></li>
<li><span>Mojave Dessert 6oz Candle + Mojave Dessert <strong>﻿</strong>﻿3.5oz Artisan Soap + Marina Del Ray 12oz Bath Salts</span></li>
</ul>",MADE by DWC,,Gift Sets,"Candle, Gift Sets, procure, Soap",TRUE,Size,Joshua Tea + Hollywoods,,,,,053PJT-0001,2267.96185,shopify,continue,manual,53,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP9415.jpg?v=1578101090,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP9415.jpg?v=1578101090,lb,,,,,active
,,,,,,,golden-state-gift-set-candle-soap-bath-salt,,,,,,,,,Lady Bird Groove + Hollywoods,,,,,053PLB-0002,2267.96185,shopify,continue,manual,53,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8576.jpg?v=1578101090,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8568_70bdcb4d-a6f7-49ac-bf9b-b0450ba0f0e9.jpg?v=1578101090,lb,,,,,
,,,,,,,golden-state-gift-set-candle-soap-bath-salt,,,,,,,,,Santa Cruise + Marina Del Ray,,,,,053PSC-0004,2267.96185,shopify,continue,manual,53,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8568_70bdcb4d-a6f7-49ac-bf9b-b0450ba0f0e9.jpg?v=1578101090,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8562.jpg?v=1578101090,lb,,,,,
,,,,,,,golden-state-gift-set-candle-soap-bath-salt,,,,,,,,,Mojave Dessert + Marina Del Ray,,,,,053PMD003,2267.96185,shopify,continue,manual,53,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8571_0fde30da-e640-464e-98a2-f09f0c5efa99.jpg?v=1578101090,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8554.jpg?v=1578101090,lb,,,,,
,,,,,,,golden-state-gift-set-candle-soap-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8562.jpg?v=1578101090,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-soap-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8578.jpg?v=1578101090,6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-soap-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8554.jpg?v=1578101090,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,golden-state-gift-set-candle-soap-bath-salt,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP8580.jpg?v=1578101090,8,,,,,,,,,,,,,,,,,,,,,,,,
$26.00,12,Home Fragrance / Candles,Gifts / Gift Bundles & Boxes,Please Select,,,trailblazer-set,Trailblazer Set,"<p><span data-contrast=""none"">In celebration of the women who forged a path, we created our Trailblazer Set. The perfect gift for the torchbearers in your life.</span><span data-ccp-props='{""201341983"":1,""335559739"":160,""335559740"":315}'> Includes three 2oz. soy candles.</span></p>
<ul>
<li>
<b><span data-contrast=""none"">Trailblazer Pioneer:</span></b><span data-contrast=""none""> Reminiscent of coasts and campfires, this set pairs our Musk and Earth candle flights with ethically sourced palo santo and sage.</span><span data-ccp-props='{""201341983"":1,""335559685"":720,""335559739"":160,""335559740"":315}'> </span>
</li>
<ul>
<li data-aria-level=""1"" data-aria-posinset=""8"" data-listid=""7"" data-font=""Calibri"" data-leveltext=""-"">
<span data-contrast=""none"">Sage &amp; Palo Santo smudges with a Musk or Earth Flight</span><span data-ccp-props='{""201341983"":1,""335559685"":1800,""335559739"":160,""335559740"":315}'> </span>
</li>
</ul>
</ul>
<ul>
<li>
<em>New!</em><b><span data-contrast=""none""> Trailblazer Groundbreaker:</span></b><span data-contrast=""none"">Hint of tropical vanilla forests, this set pairs our Fresh and Floral candle flights with ethically sourced sage with Mullein flower blooms.</span><span data-ccp-props='{""201341983"":1,""335559685"":720,""335559739"":160,""335559740"":315}'> </span>
</li>
<ul>
<li data-aria-level=""1"" data-aria-posinset=""8"" data-listid=""7"" data-font=""Calibri"" data-leveltext=""-"">
<span data-contrast=""none"">Sage and Flower smudge with a Fresh or Floral Flight</span><span data-ccp-props='{""201341983"":1,""335559685"":1800,""335559739"":160,""335559740"":315}'> </span>
</li>
</ul>
</ul>
<p> </p>
<ul></ul>",MADE by DWC,,Gift Sets,"Candle, Father's Day, Gift Sets, procure",TRUE,Scent,Pioneer - Earth,,,,,05TPEA - 1001,42.52428469,shopify,continue,manual,52,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/newproduct_4x5in_4_1a97591c-a9a2-451c-a50d-ca1ba071275d.png?v=1652391215,1,,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP1080.jpg?v=1652391215,oz,,,,,active
,,,,,,,trailblazer-set,,,,,,,,,Pioneer - Musk,,,,,05TPMU - 1000,680.388555,shopify,continue,manual,52,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP1070.jpg?v=1652391215,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP1070.jpg?v=1652391215,lb,,,,,
,,,,,,,trailblazer-set,,,,,,,,,Groundbreaker - Fresh,,,,,05TGFL - 1003,680.388555,shopify,continue,manual,52,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/NTP1080.jpg?v=1652391215,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/newproduct_4x5in_4_1a97591c-a9a2-451c-a50d-ca1ba071275d.png?v=1652391215,lb,,,,,
,,,,,,,trailblazer-set,,,,,,,,,Groundbreaker - Floral,,,,,05TGFL - 1002,680.388555,shopify,continue,manual,52,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0896/7244/products/newproduct_4x5in_1_9e4bd5c1-d52b-4b61-a697-f2071c47f619.png?v=1648827705,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/newproduct_4x5in_1_9e4bd5c1-d52b-4b61-a697-f2071c47f619.png?v=1648827705,lb,,,,,
,,,,,,,trailblazer-set,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0896/7244/products/newproduct_4x5in_3_c748e09b-8689-4d66-a6fe-390dc94f339b.png?v=1648827715,5,,,,,,,,,,,,,,,,,,,,,,,,
